HOG	OG	Gene Tree Parent Clade	BLOB	DELA	EAND	HMAN	MVUL	NNAJ	PCOS	SCAV
N1.HOG0001150	OG0000628	n0			EAND.evm.TU.Chr01.934, EAND.evm.TU.Chr02.2067, EAND.evm.TU.Chr02.2068, EAND.evm.TU.Chr02.2079, EAND.evm.TU.Chr02.2080, EAND.evm.TU.Chr02.2102, EAND.evm.TU.Chr02.2103, EAND.evm.TU.Chr02.2104, EAND.evm.TU.Chr02.2113, EAND.evm.TU.Chr02.2143, EAND.evm.TU.Chr02.2174, EAND.evm.TU.Chr02.2175, EAND.evm.TU.Chr06.1683, EAND.evm.TU.Chr07.2252, EAND.evm.TU.Chr07.2253, EAND.evm.TU.Chr07.2257, EAND.evm.TU.Chr07.2258, EAND.evm.TU.Chr07.2259, EAND.evm.TU.Chr08.1038, EAND.evm.TU.Chr08.1040, EAND.evm.TU.Chr08.2111, EAND.evm.TU.Chr11.100			NNAJ.FUN_037953, NNAJ.FUN_037954		
N1.HOG0001151	OG0000629	n0			EAND.evm.TU.Chr01.2780, EAND.evm.TU.Chr01.2880, EAND.evm.TU.ctg241.20, EAND.evm.TU.ctg4616.1		MVUL.evm.TU.MV001026880, MVUL.evm.TU.MV001026890, MVUL.evm.TU.MV001026940, MVUL.evm.TU.MV001026990, MVUL.evm.TU.MV001027000, MVUL.evm.TU.MV001027030, MVUL.evm.TU.MV001027170, MVUL.evm.TU.MV001027210, MVUL.evm.TU.MV001032260, MVUL.evm.TU.MV034005820, MVUL.evm.TU.MV041005220, MVUL.evm.TU.MV041005230, MVUL.evm.TU.MV041005240	NNAJ.FUN_035372, NNAJ.FUN_035385, NNAJ.FUN_035386, NNAJ.FUN_036697, NNAJ.FUN_036698, NNAJ.FUN_036699, NNAJ.FUN_046692		
N1.HOG0001152	OG0000630	n0			EAND.evm.TU.Chr02.2475, EAND.evm.TU.Chr02.2479, EAND.evm.TU.Chr10.1519, EAND.evm.TU.Chr10.1520, EAND.evm.TU.Chr10.1554, EAND.evm.TU.Chr10.1558, EAND.evm.TU.Chr10.1948, EAND.evm.TU.Chr10.1953, EAND.evm.TU.ctg1592.3		MVUL.evm.TU.MV006001670, MVUL.evm.TU.MV006001680, MVUL.evm.TU.MV006001780, MVUL.evm.TU.MV006003550, MVUL.evm.TU.MV011010930, MVUL.evm.TU.MV011010940, MVUL.evm.TU.MV011011100, MVUL.evm.TU.MV014011380, MVUL.evm.TU.MV033005620, MVUL.evm.TU.MV033007050, MVUL.evm.TU.MV033007070, MVUL.evm.TU.MV033007080, MVUL.evm.TU.MV033007090	NNAJ.FUN_013332, NNAJ.FUN_038581		
N1.HOG0001153	OG0000631	n0			EAND.evm.TU.Chr03.2938, EAND.evm.TU.Chr03.2939, EAND.evm.TU.Chr03.3142, EAND.evm.TU.Chr03.3143, EAND.evm.TU.Chr09.1744, EAND.evm.TU.Chr09.1760, EAND.evm.TU.Chr09.1761, EAND.evm.TU.Chr09.1763, EAND.evm.TU.Chr09.1805		MVUL.evm.TU.MV006000470, MVUL.evm.TU.MV008010440, MVUL.evm.TU.MV023005490, MVUL.evm.TU.MV023005560, MVUL.evm.TU.MV023005650, MVUL.evm.TU.MV023005780	NNAJ.FUN_011987, NNAJ.FUN_012008, NNAJ.FUN_033032, NNAJ.FUN_033033, NNAJ.FUN_033034, NNAJ.FUN_033036, NNAJ.FUN_033038, NNAJ.FUN_033039, NNAJ.FUN_033040		
N1.HOG0001154	OG0000632	n0			EAND.evm.TU.Chr04.1273, EAND.evm.TU.Chr05.1067, EAND.evm.TU.Chr05.630, EAND.evm.TU.Chr05.639, EAND.evm.TU.Chr05.940, EAND.evm.TU.Chr07.546, EAND.evm.TU.Chr07.684, EAND.evm.TU.Chr08.220			NNAJ.FUN_003368, NNAJ.FUN_005852, NNAJ.FUN_009885, NNAJ.FUN_010685, NNAJ.FUN_013268, NNAJ.FUN_013867, NNAJ.FUN_019493, NNAJ.FUN_020535, NNAJ.FUN_022062, NNAJ.FUN_022487, NNAJ.FUN_025357, NNAJ.FUN_028458, NNAJ.FUN_029914, NNAJ.FUN_035055, NNAJ.FUN_035059, NNAJ.FUN_044021		
N1.HOG0001155	OG0000633	n0			EAND.evm.TU.Chr05.491, EAND.evm.TU.Chr05.632, EAND.evm.TU.Chr05.633, EAND.evm.TU.Chr05.634, EAND.evm.TU.Chr05.635, EAND.evm.TU.Chr05.636, EAND.evm.TU.ctg2667.2, EAND.evm.TU.ctg2999.1, EAND.evm.TU.ctg2999.2, EAND.evm.TU.ctg3856.1, EAND.evm.TU.ctg3856.2, EAND.evm.TU.ctg5590.1		MVUL.evm.TU.MV020001750, MVUL.evm.TU.MV020001990, MVUL.evm.TU.MV020002190	NNAJ.FUN_007407, NNAJ.FUN_007408, NNAJ.FUN_007872, NNAJ.FUN_007873, NNAJ.FUN_007874, NNAJ.FUN_007875, NNAJ.FUN_007876, NNAJ.FUN_007877, NNAJ.FUN_007878		
N1.HOG0001156	OG0000634	n0			EAND.evm.TU.Chr05.1527, EAND.evm.TU.Chr05.1539, EAND.evm.TU.Chr05.1540, EAND.evm.TU.Chr05.1541, EAND.evm.TU.Chr05.1542, EAND.evm.TU.Chr05.1543, EAND.evm.TU.Chr11.1073, EAND.evm.TU.Chr11.1074, EAND.evm.TU.Chr11.1075		MVUL.evm.TU.MV011010300, MVUL.evm.TU.MV011010310, MVUL.evm.TU.MV025000140, MVUL.evm.TU.MV025000150, MVUL.evm.TU.MV025000540	NNAJ.FUN_005943, NNAJ.FUN_005944, NNAJ.FUN_005945, NNAJ.FUN_005947, NNAJ.FUN_005948, NNAJ.FUN_005949, NNAJ.FUN_028525, NNAJ.FUN_028598, NNAJ.FUN_028599, NNAJ.FUN_028603		
N1.HOG0001157	OG0000635	n0			EAND.evm.TU.Chr06.1335		MVUL.evm.TU.MV018005280, MVUL.evm.TU.MV018005850, MVUL.evm.TU.MV018005880, MVUL.evm.TU.MV018005890, MVUL.evm.TU.MV018005900, MVUL.evm.TU.MV018005910, MVUL.evm.TU.MV018005920, MVUL.evm.TU.MV018006150, MVUL.evm.TU.MV018007090, MVUL.evm.TU.MV018007670, MVUL.evm.TU.MV033005700, MVUL.evm.TU.MV033006450, MVUL.evm.TU.MV036004610, MVUL.evm.TU.MV038003360, MVUL.evm.TU.MV038005000, MVUL.evm.TU.MV053000210, MVUL.evm.TU.MV102000040, MVUL.evm.TU.MV102000050, MVUL.evm.TU.MV102000060, MVUL.evm.TU.MV102000070, MVUL.evm.TU.MV102000080, MVUL.evm.TU.MV102000090	NNAJ.FUN_042549		
N1.HOG0001158	OG0000636	n0					MVUL.evm.TU.MV003017260, MVUL.evm.TU.MV007012240, MVUL.evm.TU.MV008000010, MVUL.evm.TU.MV008013040, MVUL.evm.TU.MV008013050, MVUL.evm.TU.MV011000020, MVUL.evm.TU.MV011000030, MVUL.evm.TU.MV016000030, MVUL.evm.TU.MV021000030, MVUL.evm.TU.MV021000040, MVUL.evm.TU.MV027009910, MVUL.evm.TU.MV028009580, MVUL.evm.TU.MV030009210, MVUL.evm.TU.MV030009220, MVUL.evm.TU.MV033000030, MVUL.evm.TU.MV033000040, MVUL.evm.TU.MV033000070, MVUL.evm.TU.MV033000080, MVUL.evm.TU.MV034000110, MVUL.evm.TU.MV036008370, MVUL.evm.TU.MV037000020, MVUL.evm.TU.MV037000030, MVUL.evm.TU.MV041000010, MVUL.evm.TU.MV041000020			
N1.HOG0001159	OG0000637	n0			EAND.evm.TU.Chr06.2123, EAND.evm.TU.Chr06.2165		MVUL.evm.TU.MV006004660, MVUL.evm.TU.MV008011960, MVUL.evm.TU.MV009010340, MVUL.evm.TU.MV009010350, MVUL.evm.TU.MV011008450, MVUL.evm.TU.MV015004480, MVUL.evm.TU.MV015004560	NNAJ.FUN_011544, NNAJ.FUN_044160, NNAJ.FUN_044161, NNAJ.FUN_044162, NNAJ.FUN_044163, NNAJ.FUN_044185, NNAJ.FUN_044191, NNAJ.FUN_044194, NNAJ.FUN_044197, NNAJ.FUN_044205, NNAJ.FUN_044207, NNAJ.FUN_044210, NNAJ.FUN_044213		
N1.HOG0001160	OG0000638	n0		DELA.g13768	EAND.evm.TU.Chr01.1291, EAND.evm.TU.Chr04.1589, EAND.evm.TU.Chr04.1590, EAND.evm.TU.Chr04.231, EAND.evm.TU.Chr06.553		MVUL.evm.TU.MV001008490, MVUL.evm.TU.MV001008500, MVUL.evm.TU.MV002015360, MVUL.evm.TU.MV005011560, MVUL.evm.TU.MV005011570, MVUL.evm.TU.MV008005670, MVUL.evm.TU.MV022004660, MVUL.evm.TU.MV028002680, MVUL.evm.TU.MV070000090	NNAJ.FUN_002214, NNAJ.FUN_022030, NNAJ.FUN_022031, NNAJ.FUN_032451, NNAJ.FUN_035085, NNAJ.FUN_041380		
N1.HOG0001161	OG0000639	n0			EAND.evm.TU.Chr01.2768, EAND.evm.TU.Chr01.2770, EAND.evm.TU.Chr01.2771, EAND.evm.TU.Chr02.1462, EAND.evm.TU.ctg3283.1		MVUL.evm.TU.MV010004180, MVUL.evm.TU.MV021007260, MVUL.evm.TU.MV023005380, MVUL.evm.TU.MV041007300	NNAJ.FUN_029484, NNAJ.FUN_030728, NNAJ.FUN_035232, NNAJ.FUN_035233, NNAJ.FUN_035236, NNAJ.FUN_035239, NNAJ.FUN_035242, NNAJ.FUN_035390, NNAJ.FUN_035392, NNAJ.FUN_035394, NNAJ.FUN_035439, NNAJ.FUN_035511, NNAJ.FUN_035550, NNAJ.FUN_044380		
N1.HOG0001162	OG0000640	n1			EAND.evm.TU.Chr02.440, EAND.evm.TU.ctg2401.1, EAND.evm.TU.ctg2933.1		MVUL.evm.TU.MV009010470	NNAJ.FUN_001105, NNAJ.FUN_007721, NNAJ.FUN_007722, NNAJ.FUN_007724, NNAJ.FUN_007728, NNAJ.FUN_007729, NNAJ.FUN_007739		
N1.HOG0001163	OG0000640	n19		DELA.g12154			MVUL.evm.TU.MV017003570			
N1.HOG0001164	OG0000641	n0		DELA.g5134	EAND.evm.TU.Chr04.3070, EAND.evm.TU.Chr04.968, EAND.evm.TU.Chr09.1201, EAND.evm.TU.Chr11.1160		MVUL.evm.TU.MV003016970, MVUL.evm.TU.MV012010430, MVUL.evm.TU.MV026005610, MVUL.evm.TU.MV028009250, MVUL.evm.TU.MV029005520, MVUL.evm.TU.MV031005950, MVUL.evm.TU.MV039003160	NNAJ.FUN_014566, NNAJ.FUN_017360, NNAJ.FUN_019478, NNAJ.FUN_028744, NNAJ.FUN_029117, NNAJ.FUN_033611, NNAJ.FUN_033612, NNAJ.FUN_045998		
N1.HOG0001165	OG0000642	n0		DELA.g3930, DELA.g8603	EAND.evm.TU.Chr01.386, EAND.evm.TU.Chr04.3050, EAND.evm.TU.Chr05.1234, EAND.evm.TU.Chr07.424		MVUL.evm.TU.MV010011420, MVUL.evm.TU.MV012003930, MVUL.evm.TU.MV031005650, MVUL.evm.TU.MV031005660, MVUL.evm.TU.MV039002960, MVUL.evm.TU.MV039002970	NNAJ.FUN_000308, NNAJ.FUN_006634, NNAJ.FUN_006635, NNAJ.FUN_012871, NNAJ.FUN_012873, NNAJ.FUN_019528, NNAJ.FUN_019529		
N1.HOG0001166	OG0000643	n0		DELA.g12544, DELA.g12545, DELA.g12546, DELA.g12547, DELA.g12548, DELA.g12549, DELA.g12550, DELA.g12551, DELA.g12552, DELA.g12553	EAND.evm.TU.Chr05.1889, EAND.evm.TU.Chr05.2115		MVUL.evm.TU.MV006000020, MVUL.evm.TU.MV031006220, MVUL.evm.TU.MV031006240	NNAJ.FUN_004882, NNAJ.FUN_005226, NNAJ.FUN_005236, NNAJ.FUN_005250		
N1.HOG0001167	OG0000644	n1			EAND.evm.TU.Chr10.1287, EAND.evm.TU.Chr10.1937		MVUL.evm.TU.MV002004350, MVUL.evm.TU.MV006002240, MVUL.evm.TU.MV032002280, MVUL.evm.TU.MV032002340, MVUL.evm.TU.MV036001500, MVUL.evm.TU.MV097000130, MVUL.evm.TU.MV097000140			
N1.HOG0001168	OG0000644	n10			EAND.evm.TU.Chr10.1290, EAND.evm.TU.Chr10.1291, EAND.evm.TU.Chr10.1293, EAND.evm.TU.Chr10.1294, EAND.evm.TU.Chr10.1295, EAND.evm.TU.Chr10.1296, EAND.evm.TU.Chr10.1933		MVUL.evm.TU.MV021009610	NNAJ.FUN_026200, NNAJ.FUN_026201, NNAJ.FUN_026202		
N1.HOG0001169	OG0000645	n0		DELA.g3493	EAND.evm.TU.Chr01.1886, EAND.evm.TU.Chr04.1508, EAND.evm.TU.Chr08.159, EAND.evm.TU.Chr10.1047		MVUL.evm.TU.MV001007910, MVUL.evm.TU.MV002016470, MVUL.evm.TU.MV003012110, MVUL.evm.TU.MV005010870, MVUL.evm.TU.MV027008730, MVUL.evm.TU.MV038001570, MVUL.evm.TU.MV040007070, MVUL.evm.TU.MV184000030	NNAJ.FUN_003321, NNAJ.FUN_022158, NNAJ.FUN_026583, NNAJ.FUN_032746		
N1.HOG0001170	OG0000646	n6		DELA.g12270, DELA.g7514	EAND.evm.TU.Chr11.605		MVUL.evm.TU.MV031003310, MVUL.evm.TU.MV039004920, MVUL.evm.TU.MV039004930	NNAJ.FUN_030827		
N1.HOG0001171	OG0000646	n13		DELA.g12818	EAND.evm.TU.Chr05.860, EAND.evm.TU.Chr08.218			NNAJ.FUN_007301, NNAJ.FUN_032654		
N1.HOG0001172	OG0000646	n17		DELA.g7198	EAND.evm.TU.Chr11.25		MVUL.evm.TU.MV031007370, MVUL.evm.TU.MV039004660	NNAJ.FUN_029902, NNAJ.FUN_029903		
N1.HOG0001173	OG0000647	n6		DELA.g1232	EAND.evm.TU.Chr01.751		MVUL.evm.TU.MV010005050, MVUL.evm.TU.MV017005020	NNAJ.FUN_001208		
N1.HOG0001174	OG0000647	n10		DELA.g9434	EAND.evm.TU.Chr02.2195, EAND.evm.TU.Chr07.167		MVUL.evm.TU.MV002009320, MVUL.evm.TU.MV003003660, MVUL.evm.TU.MV003003680, MVUL.evm.TU.MV003003690, MVUL.evm.TU.MV004004730, MVUL.evm.TU.MV007008620, MVUL.evm.TU.MV019003210	NNAJ.FUN_012545, NNAJ.FUN_024188		
N1.HOG0001175	OG0000647	n21						NNAJ.FUN_024134, NNAJ.FUN_035833		
N1.HOG0001176	OG0000648	n0		DELA.g1522	EAND.evm.TU.Chr01.1150, EAND.evm.TU.Chr02.2157, EAND.evm.TU.Chr02.2161, EAND.evm.TU.Chr03.1361, EAND.evm.TU.Chr04.1500, EAND.evm.TU.Chr05.248, EAND.evm.TU.Chr05.560, EAND.evm.TU.Chr06.408, EAND.evm.TU.Chr06.679, EAND.evm.TU.Chr07.1732, EAND.evm.TU.Chr11.119, EAND.evm.TU.Chr11.1405, EAND.evm.TU.Chr11.1512, EAND.evm.TU.Chr11.1575, EAND.evm.TU.ctg2046.1, EAND.evm.TU.ctg3156.2		MVUL.evm.TU.MV003008230	NNAJ.FUN_022183		
N1.HOG0001177	OG0000649	n4		DELA.g10039, DELA.g8901	EAND.evm.TU.Chr06.1268, EAND.evm.TU.Chr06.418		MVUL.evm.TU.MV021000390, MVUL.evm.TU.MV032010100, MVUL.evm.TU.MV033008460	NNAJ.FUN_041620, NNAJ.FUN_042902, NNAJ.FUN_042903		
N1.HOG0001178	OG0000649	n13		DELA.g8786	EAND.evm.TU.Chr01.279		MVUL.evm.TU.MV017011650	NNAJ.FUN_000254, NNAJ.FUN_000256, NNAJ.FUN_000258, NNAJ.FUN_000259, NNAJ.FUN_012147, NNAJ.FUN_029317, NNAJ.FUN_042905		
N1.HOG0001179	OG0000650	n0		DELA.g15147, DELA.g15148, DELA.g15150	EAND.evm.TU.Chr07.479		MVUL.evm.TU.MV012011980, MVUL.evm.TU.MV016010640	NNAJ.FUN_013112, NNAJ.FUN_013131, NNAJ.FUN_013133, NNAJ.FUN_029333		
N1.HOG0001180	OG0000651	n0			EAND.evm.TU.Chr07.1109, EAND.evm.TU.Chr08.1714		MVUL.evm.TU.MV002017910, MVUL.evm.TU.MV002017920, MVUL.evm.TU.MV018010720, MVUL.evm.TU.MV018010740, MVUL.evm.TU.MV018010760, MVUL.evm.TU.MV018010770, MVUL.evm.TU.MV023009070	NNAJ.FUN_014309, NNAJ.FUN_014311, NNAJ.FUN_014312, NNAJ.FUN_046935, NNAJ.FUN_046937, NNAJ.FUN_046938, NNAJ.FUN_046940		
N1.HOG0001181	OG0000652	n0			EAND.evm.TU.Chr01.1562		MVUL.evm.TU.MV038005020, MVUL.evm.TU.MV038005030, MVUL.evm.TU.MV040003820	NNAJ.FUN_002671, NNAJ.FUN_002674, NNAJ.FUN_042420		
N1.HOG0001182	OG0000653	n0			EAND.evm.TU.Chr01.2753, EAND.evm.TU.Chr01.2822, EAND.evm.TU.Chr01.2824, EAND.evm.TU.Chr01.2884, EAND.evm.TU.Chr01.2959			NNAJ.FUN_005195, NNAJ.FUN_005855, NNAJ.FUN_006947, NNAJ.FUN_035426, NNAJ.FUN_035562, NNAJ.FUN_036848, NNAJ.FUN_044485		
N1.HOG0001183	OG0000654	n0		DELA.g2809	EAND.evm.TU.Chr02.1329, EAND.evm.TU.Chr03.468, EAND.evm.TU.Chr03.549, EAND.evm.TU.Chr07.1929		MVUL.evm.TU.MV002007620, MVUL.evm.TU.MV002008460, MVUL.evm.TU.MV004004650, MVUL.evm.TU.MV004004660, MVUL.evm.TU.MV004004680, MVUL.evm.TU.MV013007070, MVUL.evm.TU.MV013007080, MVUL.evm.TU.MV034000170, MVUL.evm.TU.MV034001610	NNAJ.FUN_015740, NNAJ.FUN_024173, NNAJ.FUN_045796, NNAJ.FUN_045797, NNAJ.FUN_045935		
N1.HOG0001184	OG0000655	n0		DELA.g9996	EAND.evm.TU.Chr01.2756, EAND.evm.TU.Chr01.2757, EAND.evm.TU.Chr02.481, EAND.evm.TU.Chr10.1037		MVUL.evm.TU.MV002016310, MVUL.evm.TU.MV002016340, MVUL.evm.TU.MV002016350, MVUL.evm.TU.MV002016360, MVUL.evm.TU.MV002016370, MVUL.evm.TU.MV002016390, MVUL.evm.TU.MV003012050, MVUL.evm.TU.MV005000020, MVUL.evm.TU.MV009011030, MVUL.evm.TU.MV017005540, MVUL.evm.TU.MV018005240, MVUL.evm.TU.MV053000160	NNAJ.FUN_026598, NNAJ.FUN_035405, NNAJ.FUN_036538		
N1.HOG0001185	OG0000656	n0			EAND.evm.TU.Chr02.198, EAND.evm.TU.ctg3991.1		MVUL.evm.TU.MV009004050, MVUL.evm.TU.MV009004120, MVUL.evm.TU.MV009004170, MVUL.evm.TU.MV009004220, MVUL.evm.TU.MV009004270, MVUL.evm.TU.MV009004320, MVUL.evm.TU.MV009004370, MVUL.evm.TU.MV009004420, MVUL.evm.TU.MV009004480, MVUL.evm.TU.MV009004540, MVUL.evm.TU.MV009004990, MVUL.evm.TU.MV009005090, MVUL.evm.TU.MV009005240, MVUL.evm.TU.MV009005310, MVUL.evm.TU.MV009005360, MVUL.evm.TU.MV009005440, MVUL.evm.TU.MV009005490, MVUL.evm.TU.MV009005550	NNAJ.FUN_036629, NNAJ.FUN_036634		
N1.HOG0001186	OG0000657	n0			EAND.evm.TU.Chr05.801		MVUL.evm.TU.MV008004740, MVUL.evm.TU.MV014008350	NNAJ.FUN_007334, NNAJ.FUN_007339, NNAJ.FUN_007340, NNAJ.FUN_007342, NNAJ.FUN_007343, NNAJ.FUN_007346, NNAJ.FUN_007347, NNAJ.FUN_007349, NNAJ.FUN_007350, NNAJ.FUN_007353, NNAJ.FUN_007354, NNAJ.FUN_007359, NNAJ.FUN_007360, NNAJ.FUN_007361, NNAJ.FUN_007362, NNAJ.FUN_007363, NNAJ.FUN_007364, NNAJ.FUN_007365, NNAJ.FUN_007366, NNAJ.FUN_007683		
N1.HOG0001187	OG0000658	n0			EAND.evm.TU.Chr02.239, EAND.evm.TU.Chr03.1328, EAND.evm.TU.Chr08.1115, EAND.evm.TU.Chr11.199		MVUL.evm.TU.MV001022860, MVUL.evm.TU.MV009013920, MVUL.evm.TU.MV012003260, MVUL.evm.TU.MV015010810, MVUL.evm.TU.MV016005450, MVUL.evm.TU.MV025009350, MVUL.evm.TU.MV031008370, MVUL.evm.TU.MV039000420	NNAJ.FUN_009086, NNAJ.FUN_009087, NNAJ.FUN_030190, NNAJ.FUN_030191, NNAJ.FUN_030194, NNAJ.FUN_036596, NNAJ.FUN_036597, NNAJ.FUN_046073, NNAJ.FUN_046074		
N1.HOG0001188	OG0000659	n3		DELA.g3355	EAND.evm.TU.Chr03.2464		MVUL.evm.TU.MV008004490, MVUL.evm.TU.MV008004500, MVUL.evm.TU.MV014008540, MVUL.evm.TU.MV014008550	NNAJ.FUN_011126, NNAJ.FUN_011127		
N1.HOG0001189	OG0000659	n11		DELA.g8647	EAND.evm.TU.Chr01.119, EAND.evm.TU.Chr04.1860		MVUL.evm.TU.MV010007510, MVUL.evm.TU.MV017007880, MVUL.evm.TU.MV031001190, MVUL.evm.TU.MV039003860	NNAJ.FUN_000795, NNAJ.FUN_021504		
N1.HOG0001190	OG0000659	n19		DELA.g15189	EAND.evm.TU.Chr05.1476		MVUL.evm.TU.MV013006580	NNAJ.FUN_006090		
N1.HOG0001191	OG0000660	n3		DELA.g10586	EAND.evm.TU.Chr07.1300		MVUL.evm.TU.MV010006790, MVUL.evm.TU.MV017009000	NNAJ.FUN_014657		
N1.HOG0001192	OG0000660	n10		DELA.g4391	EAND.evm.TU.Chr01.1087		MVUL.evm.TU.MV008007660, MVUL.evm.TU.MV014003950	NNAJ.FUN_001867		
N1.HOG0001193	OG0000660	n14		DELA.g14557	EAND.evm.TU.Chr02.535		MVUL.evm.TU.MV015004040	NNAJ.FUN_036207, NNAJ.FUN_036208, NNAJ.FUN_036209		
N1.HOG0001194	OG0000660	n19		DELA.g1833	EAND.evm.TU.Chr04.788		MVUL.evm.TU.MV036001140	NNAJ.FUN_033996		
N1.HOG0001195	OG0000661	n9			EAND.evm.TU.Chr11.499		MVUL.evm.TU.MV031002270, MVUL.evm.TU.MV039005130, MVUL.evm.TU.MV039005140	NNAJ.FUN_030646		
N1.HOG0001196	OG0000661	n14		DELA.g1975	EAND.evm.TU.Chr02.1856, EAND.evm.TU.Chr07.1461		MVUL.evm.TU.MV004009390, MVUL.evm.TU.MV010000900	NNAJ.FUN_014902, NNAJ.FUN_023123		
N1.HOG0001197	OG0000661	n20		DELA.g3507			MVUL.evm.TU.MV007009820	NNAJ.FUN_002856		
N1.HOG0001198	OG0000662	n4		DELA.g5615	EAND.evm.TU.Chr02.961		MVUL.evm.TU.MV013002740	NNAJ.FUN_019310, NNAJ.FUN_037422		
N1.HOG0001199	OG0000662	n9		DELA.g2076	EAND.evm.TU.Chr03.772		MVUL.evm.TU.MV034006260	NNAJ.FUN_031337		
N1.HOG0001200	OG0000662	n13		DELA.g7041	EAND.evm.TU.Chr02.1209		MVUL.evm.TU.MV004005380	NNAJ.FUN_037044		
N1.HOG0001201	OG0000662	n16		DELA.g10124	EAND.evm.TU.Chr07.1531		MVUL.evm.TU.MV010007380	NNAJ.FUN_015021		
N1.HOG0001202	OG0000662	n19		DELA.g7042			MVUL.evm.TU.MV017009680	NNAJ.FUN_015022		
N1.HOG0001203	OG0000663	n0		DELA.g7957	EAND.evm.TU.Chr03.2273, EAND.evm.TU.Chr04.2981, EAND.evm.TU.Chr04.2982, EAND.evm.TU.Chr04.2983, EAND.evm.TU.Chr04.2985, EAND.evm.TU.Chr04.2986, EAND.evm.TU.Chr04.2988		MVUL.evm.TU.MV006011270, MVUL.evm.TU.MV011003700, MVUL.evm.TU.MV011003740, MVUL.evm.TU.MV020006400, MVUL.evm.TU.MV020007090, MVUL.evm.TU.MV024004160, MVUL.evm.TU.MV024004910	NNAJ.FUN_010770, NNAJ.FUN_019599, NNAJ.FUN_019602, NNAJ.FUN_019603		
N1.HOG0001204	OG0000664	n3		DELA.g1207, DELA.g12139	EAND.evm.TU.Chr01.1006, EAND.evm.TU.Chr06.1731		MVUL.evm.TU.MV033004080, MVUL.evm.TU.MV035000970	NNAJ.FUN_001726, NNAJ.FUN_003901, NNAJ.FUN_043786, NNAJ.FUN_043787		
N1.HOG0001205	OG0000664	n12		DELA.g6791			MVUL.evm.TU.MV001018360, MVUL.evm.TU.MV025005120	NNAJ.FUN_009768		
N1.HOG0001206	OG0000664	n15			EAND.evm.TU.Chr10.415		MVUL.evm.TU.MV037003020, MVUL.evm.TU.MV040001160	NNAJ.FUN_027509		
N1.HOG0001207	OG0000665	n2			EAND.evm.TU.Chr03.112		MVUL.evm.TU.MV018006720, MVUL.evm.TU.MV023005440	NNAJ.FUN_044938		
N1.HOG0001208	OG0000665	n6			EAND.evm.TU.Chr03.535			NNAJ.FUN_003444, NNAJ.FUN_045820		
N1.HOG0001209	OG0000665	n9		DELA.g5333	EAND.evm.TU.Chr02.1504		MVUL.evm.TU.MV001003190, MVUL.evm.TU.MV005011980	NNAJ.FUN_023733		
N1.HOG0001210	OG0000665	n13		DELA.g7823	EAND.evm.TU.Chr03.2027, EAND.evm.TU.Chr04.2509, EAND.evm.TU.Chr06.192		MVUL.evm.TU.MV006009020, MVUL.evm.TU.MV011004340, MVUL.evm.TU.MV021004230, MVUL.evm.TU.MV032005540	NNAJ.FUN_020336, NNAJ.FUN_042039		
N1.HOG0001211	OG0000666	n0			EAND.evm.TU.Chr04.1564, EAND.evm.TU.Chr06.1442, EAND.evm.TU.Chr06.1443, EAND.evm.TU.Chr06.443, EAND.evm.TU.Chr08.324		MVUL.evm.TU.MV005011240, MVUL.evm.TU.MV015008400, MVUL.evm.TU.MV027004710, MVUL.evm.TU.MV033000950, MVUL.evm.TU.MV033000960, MVUL.evm.TU.MV035003430	NNAJ.FUN_015939, NNAJ.FUN_022063, NNAJ.FUN_022064, NNAJ.FUN_030036, NNAJ.FUN_032477, NNAJ.FUN_032479, NNAJ.FUN_041577, NNAJ.FUN_041578, NNAJ.FUN_043076, NNAJ.FUN_043077, NNAJ.FUN_043079		
N1.HOG0001212	OG0000667	n0		DELA.g3877	EAND.evm.TU.Chr07.1705, EAND.evm.TU.Chr08.947, EAND.evm.TU.Chr08.948		MVUL.evm.TU.MV015000500, MVUL.evm.TU.MV022001970, MVUL.evm.TU.MV027007340	NNAJ.FUN_009431, NNAJ.FUN_015370, NNAJ.FUN_033235		
N1.HOG0001213	OG0000668	n0		DELA.g11275	EAND.evm.TU.Chr04.1900, EAND.evm.TU.Chr07.1625		MVUL.evm.TU.MV010006570, MVUL.evm.TU.MV015009270, MVUL.evm.TU.MV017009260, MVUL.evm.TU.MV031006450	NNAJ.FUN_015196, NNAJ.FUN_021440, NNAJ.FUN_021441, NNAJ.FUN_035821		
N1.HOG0001214	OG0000669	n0		DELA.g13624	EAND.evm.TU.Chr03.1777, EAND.evm.TU.Chr09.1663, EAND.evm.TU.Chr09.1665, EAND.evm.TU.Chr09.1666, EAND.evm.TU.Chr09.1667		MVUL.evm.TU.MV026009050, MVUL.evm.TU.MV029008510, MVUL.evm.TU.MV029008520, MVUL.evm.TU.MV039006600	NNAJ.FUN_009872, NNAJ.FUN_016587, NNAJ.FUN_016588, NNAJ.FUN_016589, NNAJ.FUN_016590, NNAJ.FUN_016591, NNAJ.FUN_016592, NNAJ.FUN_016593, NNAJ.FUN_021417		
N1.HOG0001215	OG0000670	n6		DELA.g7789	EAND.evm.TU.Chr03.1967		MVUL.evm.TU.MV007009510, MVUL.evm.TU.MV019002430	NNAJ.FUN_010212		
